home,away,date,transcript,URL,,,inning
TB,NYG,9/22/2019,"the second and goal, Jones in the backfield. Winston, quick release! Taking it in for his second touchdown in this quarter is Mike Evans!",https://www.youtube.com/watch?v=zcnpuqYHKXI,,,1st innning 0:23-0:21
TB,NYG,9/22/2019,"the second and goal this is Jones. in side the 5, to the end zone! Touchdown! He knew that was coming eventually.",https://www.youtube.com/watch?v=zcnpuqYHKXI,,,2nd 10:06-9:58
TB,NYG,9/22/2019,thirteen is mike evans first and ten from the giants 20 yard line. Play action as Winston throws it's evans! his third touchdown here in the first half!,https://www.youtube.com/watch?v=zcnpuqYHKXI,,,2nd 1:31-1:26
TB,NYG,9/22/2019,"first and 10 25 yard line off the fake to goldman! Jones pass is caught by Evan Engram still going! Down the sideline! Evan Edward will take this all the way! What a great read by Daniel Jones! More importantly, what a great read by Evan Engram!",https://www.youtube.com/watch?v=zcnpuqYHKXI,,,3rd 15:00-14:49
TB,NYG,9/22/2019,"third and goal from the seven. Daniel Jones on third down, lobs one up! There's a flag, and it is a catch by Sterling Shepherd for a giants touchdown! Looks like you're gonna get a legal hands to the face here.",https://www.youtube.com/watch?v=zcnpuqYHKXI,,,3rd 8:23-8:14
TB,NYG,9/22/2019,"one second down, Jones to a wide open starling shepherd! Inside the 20! Still going! Finally brought down at the 12 yard line!",https://www.youtube.com/watch?v=zcnpuqYHKXI,,,4th 2:15 - 2:03
TB,NYG,9/22/2019,On fourth and five. Jones steps up! Takes off! He's in touchdown! That's the danger of a running quarterback.,https://www.youtube.com/watch?v=zcnpuqYHKXI,,,4th 1:21-1:16
SF,SEA,11/11/2019,pulls it out of the gutter Coleman! and then finds Samuel! Tbones Samuel the rookie from south carolina with a chuck play just short of midfield!,https://www.youtube.com/watch?v=S-OtHWvL8K0,,,1st 6:17-6:06
SF,SEA,11/11/2019,"see number 21 back in the gam, trey flowers the starting corner. Third down and eight, over the middle garoppolo to board and he's in!",https://www.youtube.com/watch?v=S-OtHWvL8K0,,,1st 2:12-2:03
SF,SEA,11/11/2019,here on second and seven. And he is take ball is out! and Clownie's got it and seattle's on the board! Just like that thing's can change so quickly. Sharon Reed forced it out cloudy scoop and score.,https://www.youtube.com/watch?v=S-OtHWvL8K0,,,2nd 2:58-2:51
SF,SEA,11/11/2019,In your house that'll go over big. It'll be huge. Here's lockett on the return. Reverses field! Tests the left side and finds success! and seattle is in prime position!,https://www.youtube.com/watch?v=S-OtHWvL8K0,,,2nd 1:58-1:47
SF,SEA,11/11/2019,pressure coming after him as he releases and it's intercepted by Diggs. Quandary  Diggs on the return and the newly acquired veteran safety comes up big for Seattle!,https://www.youtube.com/watch?v=S-OtHWvL8K0,,,3rd 6:20-6:07
SF,SEA,11/11/2019,"Wilson, steps up.  He's going to tuck and run. And he's inside the 10! inside the 5! And it's gonna be first and goal for Seattle!",https://www.youtube.com/watch?v=S-OtHWvL8K0,,,3rd 5:27-5:16
SF,SEA,11/11/2019,Wilson. Directing traffic to the end zone! and Hollister has it!,https://www.youtube.com/watch?v=S-OtHWvL8K0,,,3rd 4:45-4:37
SF,SEA,11/11/2019,Carson. Straight ahead! over Uputy the left guard and in the endzone!,https://www.youtube.com/watch?v=S-OtHWvL8K0,,,3rd 1:46-1:42
SF,SEA,11/11/2019,play action off of this on second and seven and they get to him and they do so by bringing Williams and then the ball comes out! And picking it up is bucker! And we've got a San Francisco touchdown! Deforest Buckner! great football awareness!,https://www.youtube.com/watch?v=S-OtHWvL8K0,,,4th 12:13-12:01
SF,SEA,11/11/2019,second and seventh. Play action Garoppolo in rhythm midfield debo Samuel and more! Look at him still fighting for extra yardage! and how emotional the rookie is!,https://www.youtube.com/watch?v=S-OtHWvL8K0,,,4th 9:43-9:28
SF,SEA,11/11/2019,"third and sixteen after that. Wilson, all the way back to the 25! and then downfield and gets it! Turner, who shakes free! Spins again! my oh my Russel Wilson!",https://www.youtube.com/watch?v=S-OtHWvL8K0,,,OT 8:13-7:57
SF,SEA,11/11/2019,"Wilson pressure off the edge! Releases it! and it is intercepted by Trey Greenwald! Trey Greenwald, now on the return as he's stlil on his feet with blockers in front! Trey Greenwald down the sideline! Can you believe this? Russel Wilson throws the pick!",https://www.youtube.com/watch?v=S-OtHWvL8K0,,,OT 5:50-5:34
SF,SEA,11/11/2019,"to that left side of the defensive line. Here comes pressure, Wilson escapes! Here goes Russ past midfield inside the 40 and he makes magic again!",https://www.youtube.com/watch?v=S-OtHWvL8K0,,,OT 1:16-1:06
IND,MIA,11/10/2019,on fourth and goal the flip is to Gaskin on the far side! Net at the three and buried!,https://www.youtube.com/watch?v=1KzBOdZPSDw,,,2nd 14:54-14:47
IND,MIA,11/10/2019,as I said before I think it was too close to throw the flag. This pass is intercepted! Picked off by Bobby Mccain! Mccain still on his feet and now he's out of bounds!,https://www.youtube.com/watch?v=1KzBOdZPSDw,,,2nd 3:38-3:26
IND,MIA,11/10/2019,"fitzpatricks stepping up, fakes the throw! Gonna run to the five! To the endzone for the touchdown! He's got sneaky athleticism greg and that was one of the things.",https://www.youtube.com/watch?v=1KzBOdZPSDw,,,2nd 2:00-1:52
IND,MIA,11/10/2019,fitzpatrick. Throws the interception at the 35-yard line! Daniel Leonard with the ball! Darius Leonard to the endzone!,https://www.youtube.com/watch?v=1KzBOdZPSDw,,,4th 15:00-14:54
WAS,DET,11/24/2019,third down and eight. Redskins must get to the Detroit 46. Hesksins hit as he worked to get rid of the football that's recovered by Devon Wilson no! No whistle on the field which ruled a fumble and Wilson returns it inside reskins 40-yard line!,https://www.youtube.com/watch?v=H8k_9VdC5Es,,,1st 13:31-13:16
WAS,DET,11/24/2019,sims had a big return earlier takes this one on the run. Lost the football and stays on his feet. Out across the 30 and still going! Steven Sims will take this all the way into the endzone 91 yards for a redskin touchdown!!,https://www.youtube.com/watch?v=H8k_9VdC5Es,,,2nd 13:09-12:55
